adj,adjneg
0.04527401924133301,0.003214120864868164
0.5656814575195312,0.4723176956176758
0.6959662437438965,0.46941590309143066
0.6988523006439209,0.4820702075958252
0.6929056644439697,0.45748138427734375
0.7016470432281494,0.4658839702606201
0.6882398128509521,0.46253466606140137
0.688316822052002,0.4648768901824951
0.6895594596862793,0.4651503562927246
0.6919066905975342,0.45624256134033203
0.6852164268493652,0.45476627349853516
0.6865122318267822,0.46364450454711914
0.6879196166992188,0.4633958339691162
0.6906967163085938,0.46459531784057617
0.6911141872406006,0.46411919593811035
0.6817922592163086,0.46048402786254883
0.6882178783416748,0.46253442764282227
0.6895027160644531,0.4638199806213379
0.6894214153289795,0.4639720916748047
0.689640998840332,0.4650275707244873
0.6792528629302979,0.4586179256439209
0.6874592304229736,0.46176576614379883
0.68959641456604,0.4655594825744629
0.6893336772918701,0.46451830863952637
0.6900396347045898,0.46450376510620117
0.67873215675354,0.4572889804840088
0.6862342357635498,0.4619607925415039
0.6855709552764893,0.4639451503753662
0.688605546951294,0.46591615676879883
0.6937637329101562,0.46301817893981934
0.6772825717926025,0.4549746513366699
0.6847796440124512,0.4598383903503418
0.6881604194641113,0.4626798629760742
0.6905605792999268,0.46275854110717773
0.6924455165863037,0.4637012481689453
0.6895945072174072,0.45503926277160645
0.6839754581451416,0.4612002372741699
0.6898789405822754,0.46257925033569336
0.6898624897003174,0.4649186134338379
0.688955545425415,0.4650852680206299
0.6884541511535645,0.46514129638671875
0.6821498870849609,0.4585134983062744
0.6902108192443848,0.4612572193145752
0.6877105236053467,0.4668259620666504
0.6885895729064941,0.4639735221862793
0.7099044322967529,0.46495652198791504
0.6811826229095459,0.45777153968811035
0.6843152046203613,0.4615151882171631
0.6876077651977539,0.4648301601409912
0.6914119720458984,0.4610316753387451
0.6962978839874268,0.4631202220916748
0.6760811805725098,0.45657873153686523
0.6822683811187744,0.4603404998779297
0.6885266304016113,0.46181488037109375
0.68869948387146,0.4634439945220947
0.6879105567932129,0.46408772468566895
0.6743896007537842,0.45586085319519043
0.6836810111999512,0.4608931541442871
0.6864480972290039,0.4622151851654053
